"measure","dateTime","date","value","completeness","quality","qcode"
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-11T04:15:00","2015-03-11","0.487","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-12T08:15:00","2015-03-12","0.525","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-12T15:30:00","2015-03-12","0.525","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-13T09:45:00","2015-03-13","0.459","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-14T21:15:00","2015-03-14","0.478","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-16T01:30:00","2015-03-16","0.526","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-17T07:45:00","2015-03-17","0.424","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-18T08:00:00","2015-03-18","0.453","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-18T12:45:00","2015-03-18","0.46","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-20T08:45:00","2015-03-20","0.46","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-21T01:45:00","2015-03-21","0.515","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-22T02:45:00","2015-03-22","0.291","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-23T08:15:00","2015-03-23","0.384","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-24T08:45:00","2015-03-24","0.445","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-25T08:45:00","2015-03-25","0.481","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-26T02:00:00","2015-03-26","0.521","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-27T02:45:00","2015-03-27","0.413","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-28T00:30:00","2015-03-28","0.419","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-29T02:15:00","2015-03-29","0.519","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-30T06:00:00","2015-03-30","0.443","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-31T00:15:00","2015-03-31","0.512","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-03-31T12:15:00","2015-03-31","0.512","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-02T08:30:00","2015-04-02","0.493","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-03T04:15:00","2015-04-03","0.514","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-03T12:15:00","2015-04-03","0.525","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-05T06:30:00","2015-04-05","0.46","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-06T01:45:00","2015-04-06","0.512","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-07T08:45:00","2015-04-07","0.359","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-08T08:45:00","2015-04-08","0.427","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-09T08:30:00","2015-04-09","0.449","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-10T07:00:00","2015-04-10","0.517","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-10T09:00:00","2015-04-10","0.518","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-12T06:15:00","2015-04-12","0.429","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-12T15:00:00","2015-04-12","0.473","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-14T07:00:00","2015-04-14","0.515","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-14T09:15:00","2015-04-14","0.521","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-16T08:00:00","2015-04-16","0.388","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-17T02:15:00","2015-04-17","0.405","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-18T06:30:00","2015-04-18","0.419","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-19T08:45:00","2015-04-19","0.48","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-20T07:30:00","2015-04-20","0.484","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-21T05:30:00","2015-04-21","0.496","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-22T01:30:00","2015-04-22","0.521","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-23T05:45:00","2015-04-23","0.341","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-24T08:30:00","2015-04-24","0.359","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-25T05:30:00","2015-04-25","0.401","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-26T08:15:00","2015-04-26","0.424","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-27T08:45:00","2015-04-27","0.479","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-28T08:00:00","2015-04-28","0.493","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-28T12:45:00","2015-04-28","0.509","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-30T01:45:00","2015-04-30","0.519","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-04-30T16:15:00","2015-04-30","0.354","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-02T01:45:00","2015-05-02","0.353","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-03T00:15:00","2015-05-03","0.349","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-04T06:00:00","2015-05-04","0.518","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-05T08:30:00","2015-05-05","0.421","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-05T15:45:00","2015-05-05","0.512","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-07T06:00:00","2015-05-07","0.52","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-08T05:30:00","2015-05-08","0.383","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-09T08:30:00","2015-05-09","0.459","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-10T08:30:00","2015-05-10","0.489","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-11T07:15:00","2015-05-11","0.497","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-11T23:30:00","2015-05-11","0.506","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-12T16:15:00","2015-05-12","0.366","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-14T03:15:00","2015-05-14","0.377","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-15T07:45:00","2015-05-15","0.386","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-16T07:30:00","2015-05-16","0.399","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-16T13:15:00","2015-05-16","0.406","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-17T11:15:00","2015-05-17","0.393","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-19T07:30:00","2015-05-19","0.451","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-20T08:30:00","2015-05-20","0.488","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-21T08:45:00","2015-05-21","0.519","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-21T09:00:00","2015-05-21","0.405","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-23T06:15:00","2015-05-23","0.353","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-24T08:15:00","2015-05-24","0.359","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-24T13:30:00","2015-05-24","0.371","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-26T05:30:00","2015-05-26","0.39","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-27T07:45:00","2015-05-27","0.398","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-28T08:15:00","2015-05-28","0.416","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-28T15:45:00","2015-05-28","0.422","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-30T08:45:00","2015-05-30","0.514","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-05-30T12:45:00","2015-05-30","0.524","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-01T08:30:00","2015-06-01","0.421","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-02T08:45:00","2015-06-02","0.473","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-03T00:00:00","2015-06-03","0.514","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-04T07:45:00","2015-06-04","0.405","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-05T03:15:00","2015-06-05","0.421","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-06T06:30:00","2015-06-06","0.448","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-07T07:45:00","2015-06-07","0.46","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-07T09:00:00","2015-06-07","0.458","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-09T04:45:00","2015-06-09","0.468","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-10T06:45:00","2015-06-10","0.466","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-11T00:45:00","2015-06-11","0.467","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-12T02:45:00","2015-06-12","0.467","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-13T08:45:00","2015-06-13","0.503","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-13T13:45:00","2015-06-13","0.515","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-15T08:15:00","2015-06-15","0.458","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-16T07:15:00","2015-06-16","0.478","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-17T06:45:00","2015-06-17","0.493","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-17T14:45:00","2015-06-17","0.502","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-19T07:00:00","2015-06-19","0.322","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-19T09:00:00","2015-06-19","0.322","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-21T08:15:00","2015-06-21","0.348","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-22T08:15:00","2015-06-22","0.354","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-23T08:15:00","2015-06-23","0.388","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-24T08:30:00","2015-06-24","0.404","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-25T06:15:00","2015-06-25","0.413","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-26T08:15:00","2015-06-26","0.42","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-27T08:00:00","2015-06-27","0.45","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-27T09:15:00","2015-06-27","0.436","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-29T05:45:00","2015-06-29","0.442","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-06-29T09:00:00","2015-06-29","0.436","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-01T04:15:00","2015-07-01","0.432","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-01T10:15:00","2015-07-01","0.426","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-02T19:15:00","2015-07-02","0.406","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-04T08:45:00","2015-07-04","0.413","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-04T17:15:00","2015-07-04","0.432","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-06T07:00:00","2015-07-06","0.44","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-07T04:30:00","2015-07-07","0.451","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-07T14:30:00","2015-07-07","0.462","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-09T08:15:00","2015-07-09","0.475","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-10T08:45:00","2015-07-10","0.484","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-11T07:45:00","2015-07-11","0.493","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-11T12:15:00","2015-07-11","0.497","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-12T14:45:00","2015-07-12","0.498","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-14T08:15:00","2015-07-14","0.5","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-15T05:45:00","2015-07-15","0.508","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-15T11:00:00","2015-07-15","0.515","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-17T08:45:00","2015-07-17","0.509","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-17T09:45:00","2015-07-17","0.512","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-19T05:45:00","2015-07-19","0.386","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-19T13:00:00","2015-07-19","0.399","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-21T08:30:00","2015-07-21","0.394","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-22T06:45:00","2015-07-22","0.405","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-22T09:30:00","2015-07-22","0.401","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-24T00:30:00","2015-07-24","0.407","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-25T08:15:00","2015-07-25","0.416","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-26T07:30:00","2015-07-26","0.421","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-27T08:45:00","2015-07-27","0.45","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-28T08:45:00","2015-07-28","0.478","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-29T00:30:00","2015-07-29","0.515","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-30T08:30:00","2015-07-30","0.474","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-31T07:15:00","2015-07-31","0.504","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-07-31T17:30:00","2015-07-31","0.51","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-08-02T07:15:00","2015-08-02","0.408","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-08-03T08:45:00","2015-08-03","0.425","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2015-08-03T17:45:00","2015-08-03","0.435","Complete","Good",""
